TournamentName,TeamA,TeamAScore,TeamB,TeamBScore,ground,city,date,overs,Round,GameResult,gameLink
Pinak The Hundered,Flexibond XI Piank Elite II,319/0,Unique XI Pinak 100 Balls,65/10,Shiv Shakti Mehamdabad Road, Ahmedabad, 05-Dec-21, The Hundred (100 Balls),SUPER LEAGUE,Flexibond XI Piank Elite II won by 254 runs,https://cricheroes.in/scorecard/2449437/Pinak-The-Hundered/Flexibond-XI-Piank-Elite-II-vs-Unique-XI-Pinak-100-Balls
Pinak The Hundered,Flexibond XI Piank Elite II,136/8,TheSquad XI Pinak,133/9,Shiv Shakti Mehamdabad Road, Ahmedabad, 28-Nov-21, The Hundred (100 Balls),SUPER LEAGUE,Flexibond XI Piank Elite II won by 3 runs,https://cricheroes.in/scorecard/2449404/Pinak-The-Hundered/Flexibond-XI-Piank-Elite-II-vs-TheSquad-XI-Pinak
Pinak The Hundered,Unique XI Pinak 100 Balls,81/9,Delta Warrior GNR Pinak 100 Balls,82/0,Shiv Shakti Mehamdabad Road, Ahmedabad, 28-Nov-21, The Hundred (100 Balls),SUPER LEAGUE,Delta Warrior GNR Pinak 100 Balls won by 10 wickets,https://cricheroes.in/scorecard/2505390/Pinak-The-Hundered/Unique-XI-Pinak-100-Balls-vs-Delta-Warrior-GNR-Pinak-100-Balls
Pinak The Hundered,SS Packaging Pinak Elite III,94/10,Super Nova Pinak Elite III,95/1,Shiv Shakti Mehamdabad Road, Ahmedabad, 28-Nov-21, The Hundred (100 Balls),SUPER LEAGUE,Super Nova Pinak Elite III won by 9 wickets,https://cricheroes.in/scorecard/2449398/Pinak-The-Hundered/SS-Packaging-Pinak-Elite-III-vs-Super-Nova-Pinak-Elite-III
Jaykheda Premier League 2022 (Season 4th),SAVATA WARRIORS JPL,82/3,SWARAJYA GROUP JPL,86/0,Jaykheda, Satana, 16-Dec-21, 8 Ov.,FINAL,SWARAJYA GROUP JPL won by 7 wickets,https://cricheroes.in/scorecard/2641463/Jaykheda-Premier-League-2022-(Season-4th)/SAVATA-WARRIORS-JPL-vs-SWARAJYA-GROUP-JPL
Jaykheda Premier League 2022 (Season 4th),SAVATA WARRIORS JPL,111/4,SA KINGS JPL,82/2,Jaykheda, Satana, 16-Dec-21, 8 Ov.,QUALIFIER 2,SAVATA WARRIORS JPL won by 29 runs,https://cricheroes.in/scorecard/2637216/Jaykheda-Premier-League-2022-(Season-4th)/SAVATA-WARRIORS-JPL-vs-SA-KINGS-JPL
Jaykheda Premier League 2022 (Season 4th),SA KINGS JPL,113/4,BSK LIONS JPL,72/6,Jaykheda, Satana, 15-Dec-21, 8 Ov.,ELIMINATOR,SA KINGS JPL won by 41 runs,https://cricheroes.in/scorecard/2632888/Jaykheda-Premier-League-2022-(Season-4th)/SA-KINGS-JPL-vs-BSK-LIONS-JPL
Jaykheda Premier League 2022 (Season 4th),SWARAJYA GROUP JPL,116/0,SAVATA WARRIORS JPL,102/2,Jaykheda, Satana, 15-Dec-21, 8 Ov.,QUALIFIER 1,SWARAJYA GROUP JPL won by 14 runs,https://cricheroes.in/scorecard/2632887/Jaykheda-Premier-League-2022-(Season-4th)/SWARAJYA-GROUP-JPL-vs-SAVATA-WARRIORS-JPL
Jaykheda Premier League 2022 (Season 4th),SAVATA WARRIORS JPL,69/2,BFC BOYS JPL,64/3,Jaykheda, Satana, 14-Dec-21, 6 Ov.,LEAGUE MATCHES,SAVATA WARRIORS JPL won by 5 runs,https://cricheroes.in/scorecard/2601615/Jaykheda-Premier-League-2022-(Season-4th)/SAVATA-WARRIORS-JPL-vs-BFC-BOYS-JPL
Jaykheda Premier League 2022 (Season 4th),SA KINGS JPL,37/7,JANSEVA ROYALS JPL,38/3,Jaykheda, Satana, 14-Dec-21, 6 Ov.,LEAGUE MATCHES,JANSEVA ROYALS JPL won by 5 wickets,https://cricheroes.in/scorecard/2601612/Jaykheda-Premier-League-2022-(Season-4th)/SA-KINGS-JPL-vs-JANSEVA-ROYALS-JPL
Jaykheda Premier League 2022 (Season 4th),BFC BOYS JPL,72/3,BSK LIONS JPL,75/1,Jaykheda, Satana, 14-Dec-21, 6 Ov.,LEAGUE MATCHES,BSK LIONS JPL won by 6 wickets,https://cricheroes.in/scorecard/2601606/Jaykheda-Premier-League-2022-(Season-4th)/BFC-BOYS-JPL-vs-BSK-LIONS-JPL
Jaykheda Premier League 2022 (Season 4th),SAVATA WARRIORS JPL,67/2,SWARAJYA GROUP JPL,61/6,Jaykheda, Satana, 14-Dec-21, 6 Ov.,LEAGUE MATCHES,SAVATA WARRIORS JPL won by 6 runs,https://cricheroes.in/scorecard/2631712/Jaykheda-Premier-League-2022-(Season-4th)/SAVATA-WARRIORS-JPL-vs-SWARAJYA-GROUP-JPL
Jaykheda Premier League 2022 (Season 4th),SA KINGS JPL,85/2,BFC BOYS JPL,67/4,Jaykheda, Satana, 13-Dec-21, 6 Ov.,LEAGUE MATCHES,SA KINGS JPL won by 18 runs,https://cricheroes.in/scorecard/2601487/Jaykheda-Premier-League-2022-(Season-4th)/SA-KINGS-JPL-vs-BFC-BOYS-JPL
Jaykheda Premier League 2022 (Season 4th),SWARAJYA GROUP JPL,73/2,JANSEVA ROYALS JPL,68/4,Jaykheda, Satana, 13-Dec-21, 6 Ov.,LEAGUE MATCHES,SWARAJYA GROUP JPL won by 5 runs,https://cricheroes.in/scorecard/2601484/Jaykheda-Premier-League-2022-(Season-4th)/SWARAJYA-GROUP-JPL-vs-JANSEVA-ROYALS-JPL
Jaykheda Premier League 2022 (Season 4th),BSK LIONS JPL,76/2,SAVATA WARRIORS JPL,61/5,Jaykheda, Satana, 13-Dec-21, 6 Ov.,LEAGUE MATCHES,BSK LIONS JPL won by 15 runs,https://cricheroes.in/scorecard/2601481/Jaykheda-Premier-League-2022-(Season-4th)/BSK-LIONS-JPL-vs-SAVATA-WARRIORS-JPL
Jaykheda Premier League 2022 (Season 4th),BFC BOYS JPL,75/1,JANSEVA ROYALS JPL,47/3,Jaykheda, Satana, 13-Dec-21, 6 Ov.,LEAGUE MATCHES,BFC BOYS JPL won by 28 runs,https://cricheroes.in/scorecard/2601477/Jaykheda-Premier-League-2022-(Season-4th)/BFC-BOYS-JPL-vs-JANSEVA-ROYALS-JPL
Jaykheda Premier League 2022 (Season 4th),SWARAJYA GROUP JPL,75/3,SA KINGS JPL,50/6,Jaykheda, Satana, 12-Dec-21, 6 Ov.,LEAGUE MATCHES,SWARAJYA GROUP JPL won by 25 runs,https://cricheroes.in/scorecard/2601475/Jaykheda-Premier-League-2022-(Season-4th)/SWARAJYA-GROUP-JPL-vs-SA-KINGS-JPL
Jaykheda Premier League 2022 (Season 4th),JANSEVA ROYALS JPL,69/2,BSK LIONS JPL,70/2,Jaykheda, Satana, 12-Dec-21, 6 Ov.,LEAGUE MATCHES,BSK LIONS JPL won by 5 wickets,https://cricheroes.in/scorecard/2601472/Jaykheda-Premier-League-2022-(Season-4th)/JANSEVA-ROYALS-JPL-vs-BSK-LIONS-JPL
Jaykheda Premier League 2022 (Season 4th),SWARAJYA GROUP JPL,64/2,BFC BOYS JPL,65/0,Jaykheda, Satana, 12-Dec-21, 6 Ov.,LEAGUE MATCHES,BFC BOYS JPL won by 7 wickets,https://cricheroes.in/scorecard/2601465/Jaykheda-Premier-League-2022-(Season-4th)/SWARAJYA-GROUP-JPL-vs-BFC-BOYS-JPL
Jaykheda Premier League 2022 (Season 4th),SA KINGS JPL,81/1,SAVATA WARRIORS JPL,74/4,Jaykheda, Satana, 12-Dec-21, 6 Ov.,LEAGUE MATCHES,SA KINGS JPL won by 7 runs,https://cricheroes.in/scorecard/2601459/Jaykheda-Premier-League-2022-(Season-4th)/SA-KINGS-JPL-vs-SAVATA-WARRIORS-JPL
Jaykheda Premier League 2022 (Season 4th),SWARAJYA GROUP JPL,71/0,BSK LIONS JPL,58/6,Jaykheda, Satana, 11-Dec-21, 6 Ov.,LEAGUE MATCHES,SWARAJYA GROUP JPL won by 13 runs,https://cricheroes.in/scorecard/2601455/Jaykheda-Premier-League-2022-(Season-4th)/SWARAJYA-GROUP-JPL-vs-BSK-LIONS-JPL
Jaykheda Premier League 2022 (Season 4th),JANSEVA ROYALS JPL,61/4,SAVATA WARRIORS JPL,64/3,Jaykheda, Satana, 11-Dec-21, 6 Ov.,LEAGUE MATCHES,SAVATA WARRIORS JPL won by 4 wickets,https://cricheroes.in/scorecard/2601443/Jaykheda-Premier-League-2022-(Season-4th)/JANSEVA-ROYALS-JPL-vs-SAVATA-WARRIORS-JPL
Jaykheda Premier League 2022 (Season 4th),BSK LIONS JPL,69/1,SA KINGS JPL,70/0,Jaykheda, Satana, 11-Dec-21, 6 Ov.,LEAGUE MATCHES,SA KINGS JPL won by 7 wickets,https://cricheroes.in/scorecard/2601327/Jaykheda-Premier-League-2022-(Season-4th)/BSK-LIONS-JPL-vs-SA-KINGS-JPL
East Delhi Premier League,Patparganj Panthers By Tejoo,169/6,Krishna Nagar Royals By Odni Sarees,152/9,Yamuna Sports Complex, New Delhi, 13-Dec-21, 20 Ov.,FINAL,Patparganj Panthers By Tejoo won by 17 runs,https://cricheroes.in/scorecard/2624420/East-Delhi-Premier-League/Patparganj-Panthers-By-Tejoo-vs-Krishna-Nagar-Royals-By-Odni-Sarees
East Delhi Premier League,Jangpura Lions By Vestige,149/7,Krishna Nagar Royals By Odni Sarees,153/2,Yamuna Sports Complex, New Delhi, 12-Dec-21, 20 Ov.,SEMI FINAL,Krishna Nagar Royals By Odni Sarees won by 8 wickets,https://cricheroes.in/scorecard/2606107/East-Delhi-Premier-League/Jangpura-Lions-By-Vestige-vs-Krishna-Nagar-Royals-By-Odni-Sarees
East Delhi Premier League,Gandhi Nagar Gladiators By Bhutani Infra,134/5,Patparganj Panthers By Tejoo,136/1,Yamuna Sports Complex, New Delhi, 11-Dec-21, 20 Ov.,SEMI FINAL,Patparganj Panthers By Tejoo won by 9 wickets,https://cricheroes.in/scorecard/2606100/East-Delhi-Premier-League/Gandhi-Nagar-Gladiators-By-Bhutani-Infra-vs-Patparganj-Panthers-By-Tejoo
East Delhi Premier League,Kondli Kings By Vedanya,102/10,Jangpura Lions By Vestige,106/1,Yamuna Sports Complex, New Delhi, 10-Dec-21, 20 Ov.,LEAGUE MATCHES,Jangpura Lions By Vestige won by 9 wickets,https://cricheroes.in/scorecard/2571082/East-Delhi-Premier-League/Kondli-Kings-By-Vedanya-vs-Jangpura-Lions-By-Vestige
East Delhi Premier League,Okhla Tigers EDPL By Gaba Properties,147/7,Patparganj Panthers By Tejoo,151/6,Yamuna Sports Complex, New Delhi, 09-Dec-21, 20 Ov.,LEAGUE MATCHES,Patparganj Panthers By Tejoo won by 4 wickets,https://cricheroes.in/scorecard/2571079/East-Delhi-Premier-League/Okhla-Tigers-EDPL-By-Gaba-Properties-vs-Patparganj-Panthers-By-Tejoo
East Delhi Premier League,Shahadra Avengers By Mansha Traders,120/10,Gandhi Nagar Gladiators By Bhutani Infra,123/2,Yamuna Sports Complex, New Delhi, 09-Dec-21, 20 Ov.,LEAGUE MATCHES,Gandhi Nagar Gladiators By Bhutani Infra won by 8 wickets,https://cricheroes.in/scorecard/2571077/East-Delhi-Premier-League/Shahadra-Avengers-By-Mansha-Traders-vs-Gandhi-Nagar-Gladiators-By-Bhutani-Infra
East Delhi Premier League,Vishwas Nagar Devils By Shree Jee,137/6,Krishna Nagar Royals By Odni Sarees,139/2,Yamuna Sports Complex, New Delhi, 08-Dec-21, 20 Ov.,LEAGUE MATCHES,Krishna Nagar Royals By Odni Sarees won by 8 wickets,https://cricheroes.in/scorecard/2571075/East-Delhi-Premier-League/Vishwas-Nagar-Devils-By-Shree-Jee-vs-Krishna-Nagar-Royals-By-Odni-Sarees
East Delhi Premier League,Jangpura Lions By Vestige,179/4,Trilokpuri Stars By Samridhi Group,68/10,Yamuna Sports Complex, New Delhi, 08-Dec-21, 20 Ov.,LEAGUE MATCHES,Jangpura Lions By Vestige won by 111 runs,https://cricheroes.in/scorecard/2571072/East-Delhi-Premier-League/Jangpura-Lions-By-Vestige-vs-Trilokpuri-Stars-By-Samridhi-Group
East Delhi Premier League,Okhla Tigers EDPL By Gaba Properties,166/3,Kondli Kings By Vedanya,110/10,Yamuna Sports Complex, New Delhi, 07-Dec-21, 20 Ov.,LEAGUE MATCHES,Okhla Tigers EDPL By Gaba Properties won by 56 runs,https://cricheroes.in/scorecard/2571068/East-Delhi-Premier-League/Okhla-Tigers-EDPL-By-Gaba-Properties-vs-Kondli-Kings-By-Vedanya
East Delhi Premier League,Shahadra Avengers By Mansha Traders,80/9,Laxmi Nagar Warriors EDPL By Sparky,84/7,Yamuna Sports Complex, New Delhi, 07-Dec-21, 20 Ov.,LEAGUE MATCHES,Laxmi Nagar Warriors EDPL By Sparky won by 3 wickets,https://cricheroes.in/scorecard/2571066/East-Delhi-Premier-League/Shahadra-Avengers-By-Mansha-Traders-vs-Laxmi-Nagar-Warriors-EDPL-By-Sparky
East Delhi Premier League,Trilokpuri Stars By Samridhi Group,115/7,Patparganj Panthers By Tejoo,119/2,Yamuna Sports Complex, New Delhi, 06-Dec-21, 20 Ov.,LEAGUE MATCHES,Patparganj Panthers By Tejoo won by 8 wickets,https://cricheroes.in/scorecard/2571062/East-Delhi-Premier-League/Trilokpuri-Stars-By-Samridhi-Group-vs-Patparganj-Panthers-By-Tejoo
East Delhi Premier League,Krishna Nagar Royals By Odni Sarees,155/5,Gandhi Nagar Gladiators By Bhutani Infra,156/3,Yamuna sports complex, Delhi, 06-Dec-21, 20 Ov.,LEAGUE MATCHES,Gandhi Nagar Gladiators By Bhutani Infra won by 7 wickets,https://cricheroes.in/scorecard/2588197/East-Delhi-Premier-League/Krishna-Nagar-Royals-By-Odni-Sarees-vs-Gandhi-Nagar-Gladiators-By-Bhutani-Infra
East Delhi Premier League,Vishwas Nagar Devils By Shree Jee,122/7,Laxmi Nagar Warriors EDPL By Sparky,123/6,Yamuna sports complex, Delhi, 05-Dec-21, 20 Ov.,LEAGUE MATCHES,Laxmi Nagar Warriors EDPL By Sparky won by 4 wickets,https://cricheroes.in/scorecard/2585116/East-Delhi-Premier-League/Vishwas-Nagar-Devils-By-Shree-Jee-vs-Laxmi-Nagar-Warriors-EDPL-By-Sparky
East Delhi Premier League,Okhla Tigers EDPL By Gaba Properties,135/7,Jangpura Lions By Vestige,125/10,Yamuna sports complex, Delhi, 05-Dec-21, 20 Ov.,LEAGUE MATCHES,Okhla Tigers EDPL By Gaba Properties won by 10 runs,https://cricheroes.in/scorecard/2582444/East-Delhi-Premier-League/Okhla-Tigers-EDPL-By-Gaba-Properties-vs-Jangpura-Lions-By-Vestige
East Delhi Premier League,Krishna Nagar Royals By Odni Sarees,166/5,Shahadra Avengers By Mansha Traders,135/8,Yamuna Sports Complex, New Delhi, 04-Dec-21, 20 Ov.,LEAGUE MATCHES,Krishna Nagar Royals By Odni Sarees won by 31 runs,https://cricheroes.in/scorecard/2571045/East-Delhi-Premier-League/Krishna-Nagar-Royals-By-Odni-Sarees-vs-Shahadra-Avengers-By-Mansha-Traders
East Delhi Premier League,Patparganj Panthers By Tejoo,152/8,Kondli Kings By Vedanya,111/9,Yamuna Sports Complex, New Delhi, 04-Dec-21, 20 Ov.,LEAGUE MATCHES,Patparganj Panthers By Tejoo won by 41 runs,https://cricheroes.in/scorecard/2571042/East-Delhi-Premier-League/Patparganj-Panthers-By-Tejoo-vs-Kondli-Kings-By-Vedanya
East Delhi Premier League,Laxmi Nagar Warriors EDPL By Sparky,120/8,Gandhi Nagar Gladiators By Bhutani Infra,125/3,Yamuna sports complex, Delhi, 03-Dec-21, 20 Ov.,LEAGUE MATCHES,Gandhi Nagar Gladiators By Bhutani Infra won by 7 wickets,https://cricheroes.in/scorecard/2569353/East-Delhi-Premier-League/Laxmi-Nagar-Warriors-EDPL-By-Sparky-vs-Gandhi-Nagar-Gladiators-By-Bhutani-Infra
East Delhi Premier League,Trilokpuri Stars,129/7,Okhla Tigers EDPL,135/7,Yamuna sports complex, Delhi, 03-Dec-21, 20 Ov.,LEAGUE MATCHES,Okhla Tigers EDPL won by 3 wickets,https://cricheroes.in/scorecard/2568304/East-Delhi-Premier-League/Trilokpuri-Stars-vs-Okhla-Tigers-EDPL
East Delhi Premier League,Patparganj Panthers,102/7,Jangpura Lions,97/3,Yamuna sports complex, Delhi, 02-Dec-21, 18 Ov.,LEAGUE MATCHES,"Jangpura Lions won by 7 wickets (DLS method - Match reduced to 16.0 overs, target 94 runs)",https://cricheroes.in/scorecard/2565417/East-Delhi-Premier-League/Patparganj-Panthers-vs-Jangpura-Lions
East Delhi Premier League,Shahadra Avengers,149/6,Vishwas Nagar Devils,94/10,Yamuna sports complex, Delhi, 02-Dec-21, 20 Ov.,LEAGUE MATCHES,"Shahadra Avengers won by 43 runs (DLS method - Match reduced to 18.0 overs, target 138 runs)",https://cricheroes.in/scorecard/2564493/East-Delhi-Premier-League/Shahadra-Avengers-vs-Vishwas-Nagar-Devils
East Delhi Premier League,Kondli Kings By Vedanya,137/7,Trilokpuri Stars,122/10,Yamuna sports complex, Delhi, 01-Dec-21, 20 Ov.,LEAGUE MATCHES,Kondli Kings By Vedanya won by 15 runs,https://cricheroes.in/scorecard/2561994/East-Delhi-Premier-League/Kondli-Kings-By-Vedanya-vs-Trilokpuri-Stars
East Delhi Premier League,Krishna Nagar Royals,118/5,Laxmi Nagar Warriors EDPL,112/10,Yamuna sports complex, Delhi, 01-Dec-21, 20 Ov.,LEAGUE MATCHES,Krishna Nagar Royals won by 6 runs,https://cricheroes.in/scorecard/2561106/East-Delhi-Premier-League/Krishna-Nagar-Royals-vs-Laxmi-Nagar-Warriors-EDPL
East Delhi Premier League,Vishwas Nagar Devils,132/8,Gandhi Nagar Gladiators,133/8,Yamuna sports complex, Delhi, 30-Nov-21, 20 Ov.,LEAGUE MATCHES,Gandhi Nagar Gladiators won by 2 wickets,https://cricheroes.in/scorecard/2558244/East-Delhi-Premier-League/Vishwas-Nagar-Devils-vs-Gandhi-Nagar-Gladiators
FRIDAY BIG BASH Season 4,Myown Finpal,136/8,Jeddah INDIANS C C FBB,113/8,FBB Ground, Jeddah, 10-Dec-21, 12 Ov.,FINAL,Myown Finpal won by 23 runs,https://cricheroes.in/scorecard/2583037/FRIDAY-BIG-BASH-Season-4/Myown-Finpal-vs-Jeddah-INDIANS-C-C-FBB
FRIDAY BIG BASH Season 4,Thouba Fighters BB,114/10,Jeddah INDIANS C C FBB,117/8,FBB Ground, Jeddah, 03-Dec-21, 12 Ov.,QUALIFIER 2,Jeddah INDIANS C C FBB won by 2 wickets,https://cricheroes.in/scorecard/2563064/FRIDAY-BIG-BASH-Season-4/Thouba-Fighters-BB-vs-Jeddah-INDIANS-C-C-FBB
FRIDAY BIG BASH Season 4,Jeddah INDIANS C C FBB,116/7,Jeddah ROYALS FBB,87/9,FBB Ground, Jeddah, 26-Nov-21, 12 Ov.,ELIMINATOR,Jeddah INDIANS C C FBB won by 29 runs,https://cricheroes.in/scorecard/2508535/FRIDAY-BIG-BASH-Season-4/Jeddah-INDIANS-C-C-FBB-vs-Jeddah-ROYALS-FBB
FRIDAY BIG BASH Season 4,Myown Finpal,191/3,Thouba Fighters BB,120/8,FBB Ground, Jeddah, 26-Nov-21, 12 Ov.,QUALIFIER 1,Myown Finpal won by 71 runs,https://cricheroes.in/scorecard/2506419/FRIDAY-BIG-BASH-Season-4/Myown-Finpal-vs-Thouba-Fighters-BB
FRIDAY BIG BASH Season 4,Myown Finpal,139/8,Jeddah INDIANS C C FBB,133/9,FBB Ground, Jeddah, 19-Nov-21, 12 Ov.,LEAGUE MATCHES,Myown Finpal won by 6 runs,https://cricheroes.in/scorecard/2403331/FRIDAY-BIG-BASH-Season-4/Myown-Finpal-vs-Jeddah-INDIANS-C-C-FBB
FRIDAY BIG BASH Season 4,Thouba Fighters BB,115/7,Jeddah ROYALS FBB,119/6,FBB Ground, Jeddah, 19-Nov-21, 12 Ov.,LEAGUE MATCHES,Jeddah ROYALS FBB won by 4 wickets,https://cricheroes.in/scorecard/2403329/FRIDAY-BIG-BASH-Season-4/Thouba-Fighters-BB-vs-Jeddah-ROYALS-FBB
FRIDAY BIG BASH Season 4,RISING STARS FBB,123/8,Jeddah KOMBANS -,122/7,FBB Ground, Jeddah, 12-Nov-21, 12 Ov.,LEAGUE MATCHES,RISING STARS FBB won by 1 run,https://cricheroes.in/scorecard/2403328/FRIDAY-BIG-BASH-Season-4/RISING-STARS-FBB-vs-Jeddah-KOMBANS--
FRIDAY BIG BASH Season 4,Jeddah ROYALS FBB,101/8,Myown Finpal,103/6,FBB Ground, Jeddah, 12-Nov-21, 12 Ov.,LEAGUE MATCHES,Myown Finpal won by 4 wickets,https://cricheroes.in/scorecard/2403327/FRIDAY-BIG-BASH-Season-4/Jeddah-ROYALS-FBB-vs-Myown-Finpal
FRIDAY BIG BASH Season 4,RISING STARS FBB,86/10,Jeddah INDIANS C C FBB,91/6,FBB Ground, Jeddah, 05-Nov-21, 12 Ov.,LEAGUE MATCHES,Jeddah INDIANS C C FBB won by 4 wickets,https://cricheroes.in/scorecard/2403326/FRIDAY-BIG-BASH-Season-4/RISING-STARS-FBB-vs-Jeddah-INDIANS-C-C-FBB
FRIDAY BIG BASH Season 4,Myown Finpal,134/4,Jeddah KOMBANS -,138/8,FBB Ground, Jeddah, 05-Nov-21, 12 Ov.,LEAGUE MATCHES,Jeddah KOMBANS - won by 2 wickets,https://cricheroes.in/scorecard/2403325/FRIDAY-BIG-BASH-Season-4/Myown-Finpal-vs-Jeddah-KOMBANS--
FRIDAY BIG BASH Season 4,Jeddah INDIANS C C FBB,122/5,Jeddah ROYALS FBB,124/4,FBB Ground, Jeddah, 29-Oct-21, 12 Ov.,LEAGUE MATCHES,Jeddah ROYALS FBB won by 6 wickets,https://cricheroes.in/scorecard/2314398/FRIDAY-BIG-BASH-Season-4/Jeddah-INDIANS-C-C-FBB-vs-Jeddah-ROYALS-FBB
FRIDAY BIG BASH Season 4,RISING STARS FBB,135/5,Thouba Fighters BB,137/5,FBB Ground, Jeddah, 29-Oct-21, 12 Ov.,LEAGUE MATCHES,Thouba Fighters BB won by 5 wickets,https://cricheroes.in/scorecard/2314397/FRIDAY-BIG-BASH-Season-4/RISING-STARS-FBB-vs-Thouba-Fighters-BB
FRIDAY BIG BASH Season 4,Thouba Fighters BB,157/3,Jeddah KOMBANS -,117/9,FBB Ground, Jeddah, 22-Oct-21, 12 Ov.,LEAGUE MATCHES,Thouba Fighters BB won by 40 runs,https://cricheroes.in/scorecard/2314396/FRIDAY-BIG-BASH-Season-4/Thouba-Fighters-BB-vs-Jeddah-KOMBANS--
FRIDAY BIG BASH Season 4,RISING STARS FBB,117/5,Myown Finpal,121/3,FBB Ground, Jeddah, 22-Oct-21, 12 Ov.,LEAGUE MATCHES,Myown Finpal won by 7 wickets,https://cricheroes.in/scorecard/2314395/FRIDAY-BIG-BASH-Season-4/RISING-STARS-FBB-vs-Myown-Finpal
FRIDAY BIG BASH Season 4,Jeddah INDIANS C C FBB,114/6,Jeddah KOMBANS -,110/7,FBB Ground, Jeddah, 15-Oct-21, 12 Ov.,LEAGUE MATCHES,Jeddah INDIANS C C FBB won by 4 runs,https://cricheroes.in/scorecard/2314271/FRIDAY-BIG-BASH-Season-4/Jeddah-INDIANS-C-C-FBB-vs-Jeddah-KOMBANS--
FRIDAY BIG BASH Season 4,Thouba Fighters BB,125/7,Myown Finpal,90/10,FBB Ground, Jeddah, 15-Oct-21, 12 Ov.,LEAGUE MATCHES,Thouba Fighters BB won by 35 runs,https://cricheroes.in/scorecard/2314270/FRIDAY-BIG-BASH-Season-4/Thouba-Fighters-BB-vs-Myown-Finpal
FRIDAY BIG BASH Season 4,Jeddah ROYALS FBB,106/6,Jeddah KOMBANS -,110/9,FBB Ground, Jeddah, 08-Oct-21, 12 Ov.,LEAGUE MATCHES,Jeddah KOMBANS - won by 1 wicket,https://cricheroes.in/scorecard/2314268/FRIDAY-BIG-BASH-Season-4/Jeddah-ROYALS-FBB-vs-Jeddah-KOMBANS--
FRIDAY BIG BASH Season 4,Thouba Fighters BB,91/10,Jeddah INDIANS C C FBB,90/10,FBB Ground, Jeddah, 08-Oct-21, 12 Ov.,LEAGUE MATCHES,Thouba Fighters BB won by 1 run,https://cricheroes.in/scorecard/2314266/FRIDAY-BIG-BASH-Season-4/Thouba-Fighters-BB-vs-Jeddah-INDIANS-C-C-FBB
FRIDAY BIG BASH Season 4,RISING STARS FBB,124/5,Jeddah ROYALS FBB,125/0,FBB Ground, Jeddah, 01-Oct-21, 12 Ov.,LEAGUE MATCHES,Jeddah ROYALS FBB won by 10 wickets,https://cricheroes.in/scorecard/2288805/FRIDAY-BIG-BASH-Season-4/RISING-STARS-FBB-vs-Jeddah-ROYALS-FBB
FRIDAY BIG BASH Season 4,Jeddah INDIANS C C FBB,108/7,Myown Finpal,110/7,FBB Ground, Jeddah, 01-Oct-21, 12 Ov.,LEAGUE MATCHES,Myown Finpal won by 3 wickets,https://cricheroes.in/scorecard/2288804/FRIDAY-BIG-BASH-Season-4/Jeddah-INDIANS-C-C-FBB-vs-Myown-Finpal
FRIDAY BIG BASH Season 4,Jeddah ROYALS FBB,116/7,Thouba Fighters BB,117/4,FBB Ground, Jeddah, 24-Sep-21, 12 Ov.,LEAGUE MATCHES,Thouba Fighters BB won by 6 wickets,https://cricheroes.in/scorecard/2191659/FRIDAY-BIG-BASH-Season-4/Jeddah-ROYALS-FBB-vs-Thouba-Fighters-BB
FRIDAY BIG BASH Season 4,RISING STARS FBB,151/8,Jeddah KOMBANS -,97/10,FBB Ground, Jeddah, 24-Sep-21, 12 Ov.,LEAGUE MATCHES,RISING STARS FBB won by 54 runs,https://cricheroes.in/scorecard/2191658/FRIDAY-BIG-BASH-Season-4/RISING-STARS-FBB-vs-Jeddah-KOMBANS--
FRIDAY BIG BASH Season 4,Myown Finpal,138/3,Jeddah ROYALS FBB,122/8,FBB Ground, Jeddah, 17-Sep-21, 12 Ov.,LEAGUE MATCHES,Myown Finpal won by 16 runs,https://cricheroes.in/scorecard/2191656/FRIDAY-BIG-BASH-Season-4/Myown-Finpal-vs-Jeddah-ROYALS-FBB
FRIDAY BIG BASH Season 4,Jeddah INDIANS C C FBB,149/5,RISING STARS FBB,95/10,FBB Ground, Jeddah, 17-Sep-21, 12 Ov.,LEAGUE MATCHES,Jeddah INDIANS C C FBB won by 54 runs,https://cricheroes.in/scorecard/2191654/FRIDAY-BIG-BASH-Season-4/Jeddah-INDIANS-C-C-FBB-vs-RISING-STARS-FBB
FRIDAY BIG BASH Season 4,Jeddah KOMBANS -,95/6,Thouba Fighters BB,101/4,FBB Ground, Jeddah, 10-Sep-21, 12 Ov.,LEAGUE MATCHES,Thouba Fighters BB won by 6 wickets,https://cricheroes.in/scorecard/2191652/FRIDAY-BIG-BASH-Season-4/Jeddah-KOMBANS---vs-Thouba-Fighters-BB
FRIDAY BIG BASH Season 4,Jeddah INDIANS C C FBB,148/7,Jeddah ROYALS FBB,117/10,FBB Ground, Jeddah, 10-Sep-21, 12 Ov.,LEAGUE MATCHES,Jeddah INDIANS C C FBB won by 31 runs,https://cricheroes.in/scorecard/2191651/FRIDAY-BIG-BASH-Season-4/Jeddah-INDIANS-C-C-FBB-vs-Jeddah-ROYALS-FBB
FRIDAY BIG BASH Season 4,Thouba Fighters BB,86/8,RISING STARS FBB,72/9,FBB Ground, Jeddah, 03-Sep-21, 12 Ov.,LEAGUE MATCHES,Thouba Fighters BB won by 14 runs,https://cricheroes.in/scorecard/2191649/FRIDAY-BIG-BASH-Season-4/Thouba-Fighters-BB-vs-RISING-STARS-FBB
